Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Altersuntergruppe;Unfalleinschluss;Prämie
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;109.8
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;104.3
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;351.2
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;333.3
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;438.9
290;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;416.6
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;116.2
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;110.3
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;371.7
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;352.8
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;464.6
290;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;143.1
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;135.9
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;457.9
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;434.6
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;572.3
290;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;543.2
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;78.5
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;74.5
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;251.2
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;238.4
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;313.9
290;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;297.9
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;56.2
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;53.4
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;179.9
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;170.8
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;224.8
290;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;213.4
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;106.9
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;101.5
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;342
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;324.6
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;427.5
290;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;405.7
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;92.5
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;87.8
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;296
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;281
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;370
290;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;351.2
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;123.6
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;117.3
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;395.6
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;375.5
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;494.4
290;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;469.2
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.5
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.9
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;168
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;159.5
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;209.9
290;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;199.2
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;312
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;290.2
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;390
343;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;362.7
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;460
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;427.8
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;575
343;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;534.8
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;321
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;298.5
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;401
343;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;372.9
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;380
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;353.4
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;475
343;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441.8
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;308
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;286.4
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;385
343;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;358.1
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;369
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;343.2
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;460.8
343;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;428.5
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;410
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;381.3
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;513
343;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;477.1
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;399
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;371.1
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;498.8
343;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;463.9
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;380
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;353.4
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;475
343;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441.8
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;380
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;353.4
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;475
343;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441.8
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;313
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;291.1
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;391.5
343;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;364.1
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;420
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;390.6
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;525
343;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;488.3
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;244
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;226.9
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;305
343;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;283.7
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;540
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;502.2
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;675
343;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;627.8
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;102.3
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;380
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;353.4
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;475
343;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;441.8
343;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;110
