Versicherer;Land;Hoheitsgebiet;Geschäftsjahr;Erhebungsjahr;Region;Altersklasse;Altersuntergruppe;Unfalleinschluss;Prämie
1384;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;329.9
1384;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;306.9
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;61.2
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;57
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;191.1
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;177.8
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;254.8
1384;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;237
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;58.6
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;54.5
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;183
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;170.2
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;243.9
1384;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;226.9
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;95.9
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;89.2
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;299.5
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;278.6
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;399.3
1384;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;371.4
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;95.9
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;89.2
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;299.5
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;278.6
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;399.3
1384;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;371.4
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;105.9
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;98.5
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;330.7
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;307.6
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;440.9
1384;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;410.1
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;37
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;34.5
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;115.5
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;107.5
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;154
1384;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;143.3
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;101.6
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;94.5
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;317.5
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;295.3
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;423.3
1384;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;393.7
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;37
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;34.5
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;115.5
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;107.5
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;154
1384;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;143.3
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;52.8
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;49.2
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;165
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;153.5
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;219.9
1384;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;204.6
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;129.7
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;120.7
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;405.1
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;376.8
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;540.1
1384;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;502.3
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;106.1
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;98.7
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;331.3
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;308.2
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;441.7
1384;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;410.8
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;40.8
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;38
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;127.5
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;118.6
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;169.9
1384;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;158.1
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;89.8
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;83.6
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;280.5
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;260.9
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;373.9
1384;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;347.8
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;40.8
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;38
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;127.5
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;118.6
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;169.9
1384;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;158.1
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;105.5
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;98.2
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;329.5
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;306.5
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;439.3
1384;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;408.6
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;77.5
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;72.1
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;242.2
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;225.3
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;322.9
1384;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;300.3
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;45.6
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;42.5
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;142.5
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;132.6
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;189.9
1384;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;176.7
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;263
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;244.6
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;328.5
1479;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;305.5
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;396
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;368.3
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;495
1479;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;460.4
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU BG;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU CY;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU CZ;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;305
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;283.7
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;380.7
1479;EU DE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;354.1
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;324
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;301.3
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;405
1479;EU DK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;376.7
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU EE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;259
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;240.9
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;324
1479;EU ES;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;301.3
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;331
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;307.8
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;414
1479;EU FI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;385
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;307
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;285.5
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;384
1479;EU FR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;357.1
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;360
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;334.8
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;450
1479;EU GB;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;418.5
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU GR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU HR;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU HU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;331
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;307.8
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;414
1479;EU IE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;385
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;324
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;301.3
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;405
1479;EU IS;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;376.7
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;266
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;247.4
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;332.1
1479;EU IT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;308.9
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU LT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;360
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;334.8
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;450
1479;EU LU;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;418.5
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU LV;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU MT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;468
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;435.2
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;585
1479;EU NL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;544.1
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;324
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;301.3
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;405
1479;EU NO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;376.7
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU PL;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;240
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;223.2
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;300
1479;EU PT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;279
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU RO;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;324
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;301.3
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;405
1479;EU SE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;376.7
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU SI;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;100
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;93
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;224
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;208.3
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;280
1479;EU SK;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;260.4
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;120
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;112.2
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;340
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;317.9
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;400
1509;EU AT;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;374
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;150
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;OHN-UNF;140.3
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;MIT-UNF;425
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-JUG;;OHN-UNF;397.4
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;MIT-UNF;500
1509;EU BE;EU;2020;2019;PR-REG EU0;AKL-ERW;;OHN-UNF;467.5
1509;EU BG;EU;2020;2019;PR-REG EU0;AKL-KIN;K1;MIT-UNF;51
